bin1_start_0based	bin2_start_0based	observed_count
4977000	5017000	5
4978000	5017000	12
4979000	5017000	19
4980000	5017000	5
4981000	5017000	3
4982000	5017000	6
4983000	5017000	5
4984000	5017000	8
4803000	5018000	2
4804000	5018000	1
4807000	5018000	1
4810000	5018000	1
4813000	5018000	1
4814000	5018000	1
4817000	5018000	1
4819000	5018000	1
4825000	5018000	1
4826000	5018000	1
4827000	5018000	2
4838000	5018000	1
4849000	5018000	1
4863000	5018000	1
4866000	5018000	1
4868000	5018000	1
4870000	5018000	1
4904000	5018000	1
4936000	5018000	1
4974000	5018000	1
4976000	5018000	5
4977000	5018000	6
4978000	5018000	4
4979000	5018000	10
4980000	5018000	11
4981000	5018000	3
4982000	5018000	6
4983000	5018000	6
4984000	5018000	3
4803000	5019000	1
4806000	5019000	1
4810000	5019000	2
4813000	5019000	1
4814000	5019000	4
4815000	5019000	1
4819000	5019000	1
4820000	5019000	1
4824000	5019000	1
4825000	5019000	3
4826000	5019000	2
4827000	5019000	1
4829000	5019000	1
4830000	5019000	1
4832000	5019000	1
4834000	5019000	1
4837000	5019000	1
4862000	5019000	1
4868000	5019000	2
4869000	5019000	1
4872000	5019000	1
4875000	5019000	1
4876000	5019000	1
4891000	5019000	2
4892000	5019000	1
4899000	5019000	1
4900000	5019000	1
4909000	5019000	1
4930000	5019000	1
4945000	5019000	1
4965000	5019000	1
4972000	5019000	1
4976000	5019000	6
4977000	5019000	9
4978000	5019000	11
4979000	5019000	15
4980000	5019000	17
4981000	5019000	4
4982000	5019000	4
4983000	5019000	4
4984000	5019000	2
4831000	5020000	1
4834000	5020000	1
4845000	5020000	1
4853000	5020000	1
4868000	5020000	1
4904000	5020000	1
4974000	5020000	1
4977000	5020000	5
4978000	5020000	3
4979000	5020000	6
4980000	5020000	3
4983000	5020000	1
4984000	5020000	4
4804000	5021000	1
4817000	5021000	1
4828000	5021000	1
4831000	5021000	2
4834000	5021000	1
4866000	5021000	1
4867000	5021000	1
4977000	5021000	6
4978000	5021000	5
4979000	5021000	1
4980000	5021000	3
4981000	5021000	1
4982000	5021000	2
4983000	5021000	2
4984000	5021000	1
4814000	5022000	1
4819000	5022000	1
4833000	5022000	1
4849000	5022000	1
4860000	5022000	1
4883000	5022000	1
4941000	5022000	1
4961000	5022000	1
4964000	5022000	2
4972000	5022000	1
4976000	5022000	1
4977000	5022000	6
4978000	5022000	1
4979000	5022000	3
4980000	5022000	5
4982000	5022000	1
4983000	5022000	1
4984000	5022000	1
4817000	5023000	2
4826000	5023000	1
4829000	5023000	1
4831000	5023000	1
4833000	5023000	2
4849000	5023000	1
4851000	5023000	1
4853000	5023000	1
4866000	5023000	1
4868000	5023000	1
4893000	5023000	1
4898000	5023000	2
4905000	5023000	1
4910000	5023000	1
4943000	5023000	1
4975000	5023000	2
4976000	5023000	2
4977000	5023000	5
4978000	5023000	3
4979000	5023000	4
4980000	5023000	10
4981000	5023000	7
4982000	5023000	3
4983000	5023000	4
4984000	5023000	4
4803000	5024000	1
4810000	5024000	1
4815000	5024000	1
4825000	5024000	1
4841000	5024000	1
4848000	5024000	1
4868000	5024000	1
4888000	5024000	1
4931000	5024000	1
4972000	5024000	2
4976000	5024000	2
4977000	5024000	1
4978000	5024000	1
4979000	5024000	5
4980000	5024000	6
4981000	5024000	3
4983000	5024000	1
4984000	5024000	1
4807000	5025000	1
4818000	5025000	3
4820000	5025000	1
4826000	5025000	1
4827000	5025000	2
4831000	5025000	1
4837000	5025000	1
4838000	5025000	1
4975000	5025000	1
4977000	5025000	5
4978000	5025000	1
4979000	5025000	6
4980000	5025000	5
4981000	5025000	2
4982000	5025000	1
4983000	5025000	1
4808000	5026000	1
4810000	5026000	2
4814000	5026000	1
4815000	5026000	1
4825000	5026000	1
4827000	5026000	3
4834000	5026000	1
4843000	5026000	2
4868000	5026000	1
4887000	5026000	1
4891000	5026000	1
4912000	5026000	1
4952000	5026000	1
4954000	5026000	1
4976000	5026000	5
4977000	5026000	6
4978000	5026000	4
4979000	5026000	7
4980000	5026000	9
4981000	5026000	3
4982000	5026000	2
4983000	5026000	5
4984000	5026000	3
4810000	5027000	1
4813000	5027000	1
4826000	5027000	1
4831000	5027000	2
4834000	5027000	1
4925000	5027000	1
4939000	5027000	1
4977000	5027000	1
4978000	5027000	3
4979000	5027000	1
4980000	5027000	7
4982000	5027000	1
4984000	5027000	1
4825000	5028000	1
4831000	5028000	1
4868000	5028000	4
4869000	5028000	1
4871000	5028000	1
4886000	5028000	1
4939000	5028000	2
4976000	5028000	2
4977000	5028000	1
4978000	5028000	1
4980000	5028000	3
4981000	5028000	3
4982000	5028000	1
4983000	5028000	1
4816000	5029000	1
4834000	5029000	1
4845000	5029000	1
4847000	5029000	1
4856000	5029000	1
4944000	5029000	1
4961000	5029000	1
4976000	5029000	1
4978000	5029000	2
4983000	5029000	3
4984000	5029000	1
4826000	5030000	1
4899000	5030000	1
4944000	5030000	1
4978000	5030000	2
4979000	5030000	1
4980000	5030000	2
4981000	5030000	1
4982000	5030000	1
4814000	5031000	1
4833000	5031000	1
4977000	5031000	1
4979000	5031000	1
4981000	5031000	2
4982000	5031000	1
4984000	5031000	1
4819000	5032000	1
4827000	5032000	2
4832000	5032000	1
4834000	5032000	1
4864000	5032000	1
4906000	5032000	1
4953000	5032000	2
4977000	5032000	2
4978000	5032000	1
4979000	5032000	1
4980000	5032000	7
4983000	5032000	1
4830000	5033000	1
4831000	5033000	1
4844000	5033000	1
4866000	5033000	1
4868000	5033000	2
4870000	5033000	1
4953000	5033000	2
4974000	5033000	1
4977000	5033000	1
4978000	5033000	2
4981000	5033000	1
4814000	5034000	2
4865000	5034000	1
4956000	5034000	1
4979000	5034000	1
4980000	5034000	1
4814000	5035000	1
4830000	5035000	1
4833000	5035000	1
4838000	5035000	1
4870000	5035000	1
4872000	5035000	1
4891000	5035000	1
4896000	5035000	1
4904000	5035000	1
4974000	5035000	1
4976000	5035000	1
4979000	5035000	1
4984000	5035000	1
4810000	5036000	1
4819000	5036000	1
4862000	5036000	1
4946000	5036000	1
4978000	5036000	1
4979000	5036000	2
4980000	5036000	2
4804000	5037000	1
4805000	5037000	1
4815000	5037000	1
4819000	5037000	2
4828000	5037000	1
4850000	5037000	1
4864000	5037000	1
4871000	5037000	3
4931000	5037000	1
4946000	5037000	1
4976000	5037000	1
4978000	5037000	5
4804000	5038000	1
4814000	5038000	1
4815000	5038000	1
4820000	5038000	1
4824000	5038000	1
4827000	5038000	1
4828000	5038000	1
4830000	5038000	3
4832000	5038000	1
4835000	5038000	2
4837000	5038000	1
4846000	5038000	2
4853000	5038000	1
4864000	5038000	1
4868000	5038000	2
4898000	5038000	2
4905000	5038000	1
4938000	5038000	1
4939000	5038000	1
4943000	5038000	1
4952000	5038000	1
4975000	5038000	1
4976000	5038000	3
4978000	5038000	3
4979000	5038000	3
4980000	5038000	5
4981000	5038000	2
4814000	5039000	1
4815000	5039000	1
4818000	5039000	2
4819000	5039000	1
4830000	5039000	1
4889000	5039000	2
4950000	5039000	1
4976000	5039000	2
4978000	5039000	2
4979000	5039000	1
4980000	5039000	3
4982000	5039000	2
4803000	5040000	1
4809000	5040000	1
4825000	5040000	1
4866000	5040000	1
4895000	5040000	1
4922000	5040000	1
4945000	5040000	1
4977000	5040000	1
4978000	5040000	4
4981000	5040000	1
4983000	5040000	2
4814000	5041000	1
4825000	5041000	4
4871000	5041000	1
4873000	5041000	1
4946000	5041000	1
4961000	5041000	1
4975000	5041000	1
4977000	5041000	1
4980000	5041000	2
4982000	5041000	2
4983000	5041000	2
4842000	5042000	1
4926000	5042000	1
4979000	5042000	1
4808000	5043000	2
4887000	5043000	1
4891000	5043000	1
4976000	5044000	1
4978000	5044000	1
4857000	5045000	1
4866000	5045000	1
4877000	5045000	1
4973000	5045000	1
4974000	5045000	1
4975000	5045000	3
4976000	5045000	1
4977000	5045000	2
4979000	5045000	2
4980000	5045000	2
4984000	5045000	2
4813000	5046000	1
4827000	5046000	1
4831000	5046000	2
4842000	5046000	1
4937000	5046000	1
4978000	5046000	1
4814000	5047000	1
4825000	5047000	1
4831000	5047000	1
4978000	5047000	1
4979000	5047000	1
4833000	5048000	1
4869000	5048000	1
4943000	5048000	1
4946000	5048000	1
4977000	5048000	1
4979000	5048000	2
4980000	5048000	1
4875000	5049000	1
4959000	5049000	1
4976000	5049000	3
4977000	5049000	1
4979000	5049000	1
4980000	5049000	2
4982000	5049000	1
4846000	5050000	1
4932000	5050000	1
4953000	5050000	1
4976000	5050000	1
4977000	5050000	2
4820000	5051000	2
4825000	5051000	1
4882000	5051000	1
4929000	5051000	1
4977000	5051000	1
4980000	5051000	1
4982000	5051000	1
4983000	5051000	1
4984000	5051000	1
4810000	5052000	1
4820000	5052000	1
4824000	5052000	1
4976000	5052000	2
4977000	5052000	1
4978000	5052000	1
4979000	5052000	2
4980000	5052000	1
4981000	5052000	3
4982000	5052000	3
4803000	5053000	1
4805000	5053000	1
4822000	5053000	1
4824000	5053000	1
4832000	5053000	1
4835000	5053000	2
4848000	5053000	1
4860000	5053000	1
4866000	5053000	1
4868000	5053000	1
4871000	5053000	1
4886000	5053000	1
4956000	5053000	1
4976000	5053000	3
4977000	5053000	2
4978000	5053000	2
4980000	5053000	2
4981000	5053000	1
4983000	5053000	1
4819000	5054000	2
4820000	5054000	1
4830000	5054000	2
4831000	5054000	1
4849000	5054000	1
4850000	5054000	1
4869000	5054000	1
4905000	5054000	1
4975000	5054000	1
4977000	5054000	5
4983000	5054000	2
4984000	5054000	2
4805000	5055000	2
4819000	5055000	1
4820000	5055000	1
4826000	5055000	1
4827000	5055000	1
4831000	5055000	1
4834000	5055000	1
4867000	5055000	1
4869000	5055000	2
4875000	5055000	1
4885000	5055000	1
4898000	5055000	1
4972000	5055000	1
4973000	5055000	1
4976000	5055000	1
4977000	5055000	2
4978000	5055000	4
4979000	5055000	1
4980000	5055000	2
4981000	5055000	1
4982000	5055000	3
4983000	5055000	1
4984000	5055000	2
4809000	5056000	1
4821000	5056000	1
4822000	5056000	1
4825000	5056000	1
4827000	5056000	1
4868000	5056000	1
4899000	5056000	1
4916000	5056000	1
4976000	5056000	2
4977000	5056000	3
4978000	5056000	2
4979000	5056000	4
4980000	5056000	1
4981000	5056000	1
4982000	5056000	2
4984000	5056000	1
4804000	5057000	1
4806000	5057000	1
4810000	5057000	1
4822000	5057000	2
4825000	5057000	2
4826000	5057000	4
4831000	5057000	1
4832000	5057000	1
4838000	5057000	1
4839000	5057000	1
4848000	5057000	1
4853000	5057000	1
4864000	5057000	1
4866000	5057000	1
4867000	5057000	1
4868000	5057000	3
4869000	5057000	1
4870000	5057000	1
4871000	5057000	1
4885000	5057000	1
4931000	5057000	2
4943000	5057000	1
4947000	5057000	1
4948000	5057000	1
4960000	5057000	1
4974000	5057000	1
4976000	5057000	2
4977000	5057000	3
4978000	5057000	7
4979000	5057000	5
4980000	5057000	9
4981000	5057000	3
4982000	5057000	3
4983000	5057000	7
4984000	5057000	4
4803000	5058000	1
4812000	5058000	1
4816000	5058000	2
4820000	5058000	1
4822000	5058000	1
4832000	5058000	1
4846000	5058000	1
4867000	5058000	2
4868000	5058000	1
4869000	5058000	1
4894000	5058000	1
4895000	5058000	1
4899000	5058000	1
4908000	5058000	1
4930000	5058000	2
4937000	5058000	1
4957000	5058000	1
4964000	5058000	1
4976000	5058000	8
4977000	5058000	5
4978000	5058000	5
4979000	5058000	4
4980000	5058000	4
4981000	5058000	2
4982000	5058000	1
4983000	5058000	2
4984000	5058000	2
4803000	5059000	1
4814000	5059000	2
4819000	5059000	1
4829000	5059000	1
4867000	5059000	1
4869000	5059000	1
4975000	5059000	1
4977000	5059000	1
4978000	5059000	2
4979000	5059000	5
4980000	5059000	1
4981000	5059000	1
4983000	5059000	1
4831000	5060000	1
4836000	5060000	1
4857000	5060000	1
4861000	5060000	1
4867000	5060000	1
4874000	5060000	1
4931000	5060000	1
4976000	5060000	1
4977000	5060000	4
4981000	5060000	2
4984000	5060000	1
4817000	5061000	1
4834000	5061000	1
4906000	5061000	1
4976000	5061000	1
4977000	5061000	1
4981000	5061000	1
4982000	5061000	1
4820000	5062000	1
4853000	5062000	2
4882000	5062000	1
4979000	5062000	1
4980000	5062000	1
4807000	5063000	1
4821000	5063000	1
4844000	5063000	1
4874000	5063000	1
4853000	5064000	2
4881000	5064000	1
4978000	5064000	2
4983000	5064000	1
4844000	5065000	1
4974000	5065000	1
4977000	5065000	1
4980000	5065000	2
4803000	5066000	1
4825000	5066000	1
4831000	5066000	1
4844000	5066000	1
4979000	5066000	1
4980000	5066000	1
4982000	5066000	1
4806000	5067000	1
4868000	5067000	1
4932000	5067000	1
4979000	5067000	3
4803000	5068000	1
4808000	5068000	1
4843000	5068000	1
4868000	5068000	1
4899000	5068000	1
4907000	5068000	1
4910000	5068000	2
4977000	5068000	1
4814000	5069000	1
4819000	5069000	1
4934000	5069000	1
4976000	5069000	1
4804000	5070000	1
4814000	5070000	1
4834000	5070000	1
4978000	5070000	1
4980000	5070000	1
4823000	5071000	2
4868000	5071000	1
4935000	5071000	1
4977000	5071000	1
4806000	5072000	2
4810000	5072000	1
4834000	5072000	1
4868000	5072000	1
4974000	5072000	1
4976000	5072000	2
4977000	5072000	1
4979000	5072000	1
4980000	5072000	3
4983000	5072000	1
4825000	5073000	1
4826000	5073000	1
4839000	5073000	1
4900000	5073000	1
4905000	5073000	1
4908000	5073000	1
4927000	5073000	2
4947000	5073000	1
4976000	5073000	1
4977000	5073000	1
4978000	5073000	1
4979000	5073000	2
4980000	5073000	2
4983000	5073000	1
4819000	5074000	1
4865000	5074000	1
4868000	5074000	1
4869000	5074000	1
4908000	5074000	1
4950000	5074000	1
4975000	5074000	1
4976000	5074000	1
4978000	5074000	2
4979000	5074000	3
4980000	5074000	2
4981000	5074000	1
4803000	5075000	1
4977000	5075000	1
4825000	5076000	1
4826000	5076000	1
4829000	5076000	1
4849000	5076000	1
4948000	5076000	2
4977000	5076000	2
4978000	5076000	1
4979000	5076000	2
4983000	5076000	1
4825000	5077000	1
4868000	5077000	1
4871000	5077000	1
4981000	5077000	1
4813000	5078000	2
4819000	5078000	1
4827000	5078000	1
4850000	5078000	1
4868000	5078000	1
4979000	5078000	3
4806000	5079000	1
4807000	5079000	1
4814000	5079000	1
4823000	5079000	1
4834000	5079000	1
4839000	5079000	1
4866000	5079000	1
4868000	5079000	1
4869000	5079000	2
4943000	5079000	2
4976000	5079000	2
4977000	5079000	1
4978000	5079000	1
4982000	5079000	2
4984000	5079000	1
4814000	5080000	3
4815000	5080000	2
4825000	5080000	1
4826000	5080000	1
4831000	5080000	1
4832000	5080000	1
4833000	5080000	1
4838000	5080000	2
4851000	5080000	1
4852000	5080000	1
4885000	5080000	1
4943000	5080000	1
4949000	5080000	1
4977000	5080000	4
4978000	5080000	2
4979000	5080000	4
4980000	5080000	3
4981000	5080000	1
4982000	5080000	2
4984000	5080000	2
4807000	5081000	1
4815000	5081000	2
4817000	5081000	2
4819000	5081000	1
4826000	5081000	2
4829000	5081000	1
4831000	5081000	1
4839000	5081000	1
4841000	5081000	1
4853000	5081000	1
4855000	5081000	1
4865000	5081000	1
4868000	5081000	1
4873000	5081000	1
4882000	5081000	1
4895000	5081000	1
4898000	5081000	1
4926000	5081000	1
4971000	5081000	2
4976000	5081000	2
4977000	5081000	3
4978000	5081000	2
4979000	5081000	4
4980000	5081000	4
4982000	5081000	2
4984000	5081000	2
4868000	5082000	1
4869000	5082000	1
4937000	5082000	1
4977000	5082000	2
4978000	5082000	3
4979000	5082000	4
4980000	5082000	1
4981000	5082000	3
4984000	5082000	1
4814000	5083000	1
4824000	5083000	1
4914000	5083000	1
4978000	5083000	1
4815000	5084000	1
4825000	5084000	1
4834000	5084000	1
4937000	5084000	1
4977000	5084000	2
4978000	5084000	2
4980000	5084000	3
4981000	5084000	1
4982000	5084000	1
4825000	5085000	1
4834000	5085000	1
4835000	5085000	2
4870000	5085000	1
4903000	5085000	1
4931000	5085000	1
4972000	5085000	1
4979000	5085000	1
4981000	5085000	1
4814000	5086000	1
4830000	5086000	1
4893000	5086000	1
4898000	5086000	1
4909000	5086000	1
4925000	5086000	1
4977000	5086000	1
4979000	5086000	2
4803000	5087000	1
4818000	5087000	1
4830000	5087000	2
4848000	5087000	1
4864000	5087000	1
4868000	5087000	1
4932000	5087000	2
4979000	5087000	1
4980000	5087000	2
4983000	5087000	1
4979000	5088000	1
4980000	5088000	1
4814000	5089000	1
4877000	5089000	2
4963000	5089000	1
4980000	5089000	1
4834000	5090000	1
4869000	5090000	1
4928000	5090000	2
4940000	5090000	1
4954000	5090000	1
4980000	5090000	2
4825000	5091000	1
4831000	5091000	1
4830000	5092000	1
4954000	5092000	1
4977000	5092000	1
4980000	5092000	1
4981000	5092000	1
4984000	5092000	1
4825000	5093000	1
4898000	5093000	1
4980000	5093000	3
4984000	5093000	1
4828000	5094000	1
4845000	5094000	1
4819000	5095000	1
4807000	5096000	1
4981000	5096000	1
4829000	5098000	1
4979000	5098000	2
4816000	5099000	1
4822000	5099000	1
4980000	5100000	1
4916000	5101000	1
4813000	5102000	1
4835000	5102000	1
4807000	5103000	1
4867000	5103000	1
4815000	5105000	1
4825000	5105000	1
4832000	5105000	1
4834000	5105000	2
4850000	5105000	1
4932000	5105000	1
4941000	5105000	1
4976000	5105000	2
4979000	5105000	1
4982000	5105000	1
4818000	5106000	1
4825000	5106000	1
4942000	5106000	1
4972000	5106000	1
4980000	5106000	1
4984000	5106000	1
4811000	5107000	1
4812000	5107000	2
4825000	5107000	1
4865000	5107000	1
4867000	5107000	1
4898000	5107000	2
4908000	5107000	1
4974000	5107000	2
4976000	5107000	1
4977000	5107000	2
4979000	5107000	2
4980000	5107000	1
4984000	5107000	3
4814000	5108000	1
4824000	5108000	2
4827000	5108000	1
4831000	5108000	2
4834000	5108000	2
4849000	5108000	1
4879000	5108000	1
4881000	5108000	1
4901000	5108000	1
4903000	5108000	1
4925000	5108000	1
4943000	5108000	1
4962000	5108000	1
4964000	5108000	1
4976000	5108000	1
4977000	5108000	4
4978000	5108000	4
4979000	5108000	5
4980000	5108000	4
4981000	5108000	2
4982000	5108000	3
4814000	5109000	1
4815000	5109000	1
4828000	5109000	1
4840000	5109000	1
4847000	5109000	2
4852000	5109000	1
4869000	5109000	1
4914000	5109000	1
4930000	5109000	1
4975000	5109000	1
4976000	5109000	1
4977000	5109000	2
4979000	5109000	1
4983000	5109000	1
4807000	5110000	1
4850000	5110000	1
4976000	5110000	2
4980000	5110000	1
4982000	5110000	2
4816000	5111000	1
4816000	5112000	1
4829000	5112000	1
4898000	5112000	1
4855000	5115000	1
4831000	5116000	2
4977000	5116000	1
4981000	5116000	1
4868000	5117000	1
4869000	5117000	1
4977000	5117000	2
4981000	5117000	1
4902000	5120000	1
4964000	5120000	1
4976000	5120000	1
4977000	5120000	1
4838000	5121000	1
4843000	5121000	1
4980000	5121000	1
4814000	5122000	1
4820000	5122000	1
4823000	5122000	1
4824000	5122000	1
4825000	5122000	1
4827000	5122000	1
4830000	5122000	1
4832000	5122000	1
4834000	5122000	2
4853000	5122000	1
4868000	5122000	4
4869000	5122000	1
4898000	5122000	1
4964000	5122000	2
4974000	5122000	1
4976000	5122000	1
4977000	5122000	5
4978000	5122000	3
4979000	5122000	1
4981000	5122000	3
4982000	5122000	1
4983000	5122000	4
4811000	5123000	1
4816000	5123000	1
4826000	5123000	1
4827000	5123000	1
4829000	5123000	1
4867000	5123000	1
4871000	5123000	1
4978000	5123000	1
4979000	5123000	1
4980000	5123000	3
4984000	5123000	1
4811000	5124000	1
4818000	5124000	1
4825000	5124000	1
4827000	5124000	1
4971000	5124000	1
4984000	5124000	1
4827000	5125000	1
4867000	5125000	1
4978000	5125000	1
4981000	5125000	1
4982000	5125000	1
4822000	5126000	1
4825000	5126000	1
4979000	5126000	1
4980000	5126000	1
4983000	5126000	1
4850000	5127000	1
4869000	5127000	1
4895000	5127000	1
4868000	5128000	3
4869000	5128000	1
4975000	5128000	2
4982000	5128000	1
4984000	5128000	1
4814000	5129000	1
4840000	5130000	1
4865000	5130000	1
4898000	5131000	1
4980000	5131000	1
4817000	5133000	1
4871000	5133000	1
4980000	5133000	2
4982000	5134000	1
4868000	5135000	2
4819000	5136000	2
4959000	5136000	1
4978000	5136000	1
4810000	5137000	1
4838000	5137000	1
4890000	5137000	1
4982000	5137000	1
4810000	5138000	1
4835000	5138000	1
4851000	5138000	1
4857000	5138000	1
4864000	5140000	1
4819000	5141000	1
4954000	5141000	1
4957000	5141000	1
4825000	5144000	1
4985000	4985000	72
4985000	4986000	80
4986000	4986000	76
4985000	4987000	71
4986000	4987000	118
4987000	4987000	247
4985000	4988000	10
4986000	4988000	9
4987000	4988000	128
4988000	4988000	59
4985000	4989000	24
4986000	4989000	21
4987000	4989000	149
4988000	4989000	105
4989000	4989000	183
4985000	4990000	1
4986000	4990000	4
4987000	4990000	20
4988000	4990000	14
4989000	4990000	114
4990000	4990000	35
4985000	4991000	4
4987000	4991000	16
4988000	4991000	10
4989000	4991000	54
4990000	4991000	31
4991000	4991000	29
4985000	4992000	3
4986000	4992000	3
4987000	4992000	19
4988000	4992000	5
4989000	4992000	55
4990000	4992000	24
4991000	4992000	36
4992000	4992000	70
4985000	4993000	1
4986000	4993000	4
4987000	4993000	20
4988000	4993000	7
4989000	4993000	63
4990000	4993000	22
4991000	4993000	18
4992000	4993000	51
4993000	4993000	57
4985000	4994000	4
4986000	4994000	4
4987000	4994000	40
4988000	4994000	16
4989000	4994000	84
4990000	4994000	35
4991000	4994000	32
4992000	4994000	49
4993000	4994000	96
4994000	4994000	145
4985000	4995000	1
4986000	4995000	8
4987000	4995000	30
4988000	4995000	12
4989000	4995000	52
4990000	4995000	22
4991000	4995000	14
4992000	4995000	14
4993000	4995000	34
4994000	4995000	131
4995000	4995000	106
4985000	4996000	6
4986000	4996000	3
4987000	4996000	24
4988000	4996000	9
4989000	4996000	37
4990000	4996000	9
4991000	4996000	11
4992000	4996000	15
4993000	4996000	24
4994000	4996000	89
4995000	4996000	171
4996000	4996000	135
4986000	4997000	1
4987000	4997000	7
4988000	4997000	3
4989000	4997000	17
4990000	4997000	1
4991000	4997000	4
4992000	4997000	3
4993000	4997000	8
4994000	4997000	20
4995000	4997000	34
4996000	4997000	76
4997000	4997000	15
4985000	4998000	1
4986000	4998000	3
4987000	4998000	6
4989000	4998000	8
4990000	4998000	1
4991000	4998000	2
4992000	4998000	1
4993000	4998000	3
4994000	4998000	12
4995000	4998000	23
4996000	4998000	25
4997000	4998000	45
4998000	4998000	47
4985000	4999000	2
4986000	4999000	2
4987000	4999000	16
4988000	4999000	8
4989000	4999000	28
4990000	4999000	2
4991000	4999000	7
4992000	4999000	4
4993000	4999000	8
4994000	4999000	24
4995000	4999000	40
4996000	4999000	58
4997000	4999000	38
4998000	4999000	70
4999000	4999000	100
4985000	5000000	3
4986000	5000000	2
4987000	5000000	7
4988000	5000000	1
4989000	5000000	17
4990000	5000000	4
4991000	5000000	3
4992000	5000000	4
4993000	5000000	6
4994000	5000000	9
4995000	5000000	17
4996000	5000000	37
4997000	5000000	11
4998000	5000000	31
4999000	5000000	104
5000000	5000000	70
4987000	5001000	12
4989000	5001000	13
4990000	5001000	2
4992000	5001000	4
4993000	5001000	2
4994000	5001000	13
4995000	5001000	15
4996000	5001000	13
4997000	5001000	11
4998000	5001000	10
4999000	5001000	54
5000000	5001000	75
5001000	5001000	62
4985000	5002000	8
4986000	5002000	11
4987000	5002000	44
4988000	5002000	23
4989000	5002000	58
4990000	5002000	12
4991000	5002000	7
4992000	5002000	7
4993000	5002000	13
4994000	5002000	41
4995000	5002000	39
4996000	5002000	38
4997000	5002000	33
4998000	5002000	19
4999000	5002000	66
5000000	5002000	87
5001000	5002000	97
5002000	5002000	216
4987000	5003000	4
4988000	5003000	1
4989000	5003000	5
4991000	5003000	1
4992000	5003000	2
4994000	5003000	4
4995000	5003000	4
4996000	5003000	1
4997000	5003000	1
4999000	5003000	9
5000000	5003000	7
5001000	5003000	3
5002000	5003000	88
5003000	5003000	34
4985000	5004000	1
4986000	5004000	3
4987000	5004000	5
4988000	5004000	1
4989000	5004000	7
4992000	5004000	1
4993000	5004000	2
4994000	5004000	1
4995000	5004000	5
4996000	5004000	3
4999000	5004000	2
5000000	5004000	6
5001000	5004000	4
5002000	5004000	59
5003000	5004000	21
5004000	5004000	40
4985000	5005000	2
4987000	5005000	14
4988000	5005000	3
4989000	5005000	5
4990000	5005000	1
4992000	5005000	2
4994000	5005000	5
4995000	5005000	5
4996000	5005000	9
4997000	5005000	1
4998000	5005000	5
4999000	5005000	14
5000000	5005000	4
5001000	5005000	8
5002000	5005000	58
5003000	5005000	30
5004000	5005000	60
5005000	5005000	64
4987000	5006000	2
4988000	5006000	1
4989000	5006000	2
4991000	5006000	1
4993000	5006000	1
4994000	5006000	2
4995000	5006000	2
4996000	5006000	1
4997000	5006000	1
4998000	5006000	1
4999000	5006000	2
5000000	5006000	3
5001000	5006000	2
5002000	5006000	15
5003000	5006000	7
5004000	5006000	12
5005000	5006000	37
5006000	5006000	32
4985000	5007000	1
4987000	5007000	8
4988000	5007000	4
4989000	5007000	4
4991000	5007000	1
4992000	5007000	2
4993000	5007000	2
4994000	5007000	6
4995000	5007000	2
4996000	5007000	6
4997000	5007000	1
4998000	5007000	2
4999000	5007000	7
5000000	5007000	4
5001000	5007000	2
5002000	5007000	24
5003000	5007000	8
5004000	5007000	15
5005000	5007000	28
5006000	5007000	40
5007000	5007000	40
4985000	5008000	2
4986000	5008000	3
4987000	5008000	2
4988000	5008000	2
4989000	5008000	8
4990000	5008000	2
4993000	5008000	3
4995000	5008000	5
4996000	5008000	4
4997000	5008000	2
4998000	5008000	5
4999000	5008000	2
5000000	5008000	5
5001000	5008000	1
5002000	5008000	24
5003000	5008000	6
5004000	5008000	10
5005000	5008000	27
5006000	5008000	22
5007000	5008000	61
5008000	5008000	58
4986000	5009000	2
4987000	5009000	6
4988000	5009000	5
4989000	5009000	4
4990000	5009000	1
4991000	5009000	1
4992000	5009000	1
4994000	5009000	6
4995000	5009000	1
4996000	5009000	4
4997000	5009000	4
4999000	5009000	4
5000000	5009000	5
5001000	5009000	4
5002000	5009000	26
5003000	5009000	7
5004000	5009000	7
5005000	5009000	13
5006000	5009000	6
5007000	5009000	23
5008000	5009000	69
5009000	5009000	58
4987000	5010000	4
4988000	5010000	2
4989000	5010000	8
4993000	5010000	1
4994000	5010000	3
4995000	5010000	2
4996000	5010000	4
4998000	5010000	1
4999000	5010000	7
5000000	5010000	4
5001000	5010000	3
5002000	5010000	13
5003000	5010000	7
5004000	5010000	7
5005000	5010000	9
5006000	5010000	5
5007000	5010000	18
5008000	5010000	29
5009000	5010000	69
5010000	5010000	33
4985000	5011000	3
4986000	5011000	4
4987000	5011000	18
4988000	5011000	4
4989000	5011000	17
4990000	5011000	2
4991000	5011000	1
4992000	5011000	2
4993000	5011000	5
4994000	5011000	11
4995000	5011000	13
4996000	5011000	9
4997000	5011000	6
4998000	5011000	4
4999000	5011000	3
5000000	5011000	10
5001000	5011000	3
5002000	5011000	51
5003000	5011000	10
5004000	5011000	8
5005000	5011000	30
5006000	5011000	17
5007000	5011000	39
5008000	5011000	48
5009000	5011000	67
5010000	5011000	94
5011000	5011000	157
4985000	5012000	7
4986000	5012000	1
4987000	5012000	14
4988000	5012000	2
4989000	5012000	12
4991000	5012000	2
4992000	5012000	1
4993000	5012000	1
4994000	5012000	1
4995000	5012000	9
4996000	5012000	4
4997000	5012000	1
4998000	5012000	4
4999000	5012000	4
5000000	5012000	6
5001000	5012000	1
5002000	5012000	14
5003000	5012000	4
5004000	5012000	3
